TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
51.3,44.49,76.12,82.75,61.24,57.48,5.2,8.2,39.2,34.3,90.7,105.7,10.8,42.5,3.6,120.2,29.5,112,nc,1
51.3,44.49,76.16,82.75,61.24,57.61,5.2,8.4,39.2,34.3,90.7,105.7,10.8,42.5,3.4,120.2,29.5,112.2,nc,1
51.3,44.49,76.12,82.71,61.05,57.56,5.3,8.3,39.2,34.2,90.5,105.2,10.6,42.5,3.4,119.9,29.7,112.2,nc,1
48.64,45.8,75.58,78.65,25.41,37.62,4.5,4.9,41.3,36.4,83.5,92.8,7.3,45.4,4.1,143.2,60.1,116,nc,1
48.64,45.76,75.75,78.78,25.69,37.67,4.3,5.1,41.3,36.4,83.8,93.3,7,45.6,4.3,143,58.8,116.4,nc,1
48.56,45.68,75.75,78.82,25.81,37.78,4.1,5.7,41.5,36.6,84.3,94.3,7,45.4,3.9,142.3,58.5,117.6,nc,1
48.52,45.64,75.79,78.86,25.93,37.73,4.3,4.9,41.3,36.4,83.8,93.3,7.2,45.4,4.1,142.3,58.6,117.8,nc,1
48.48,45.64,75.79,78.82,25.48,37.79,4.4,5.3,41.2,36.3,84,93.8,7.2,45.4,4.1,142.3,58.6,118.3,nc,1
55.11,45.07,70.96,80.54,89.24,70.73,6.3,10.5,38.6,33.8,90.5,105.2,13.4,42.4,3.9,112.4,22,113.3,nc,1
55.07,45.11,70.83,80.33,89.08,70.64,6.4,10.5,38.5,33.7,90.2,104.7,13.1,42,3.4,112.7,22.2,112.7,nc,1
55.03,44.98,70.67,80.17,90.06,70.38,6.5,10.5,38.3,33.5,90.2,104.7,13.5,42,3.5,112.2,21.9,111.8,nc,1
54.95,44.94,70.71,80.25,89.56,70.75,6.5,10.3,38.3,33.5,90.2,104.7,13.1,42,3.7,112.2,22,111.3,nc,1
51.39,44.94,66.62,72.84,57.87,48.76,5.7,9,39.2,34.3,81.3,88.9,11,43,3.8,112.2,30.9,110.1,nc,1
51.39,44.9,66.49,72.67,57.83,48.64,6.2,8.5,38.6,33.8,81,88.4,10.7,42.9,4.3,112.4,31.4,109.6,nc,1
51.39,44.98,66.49,72.59,57.13,48.68,6,8.8,38.9,34,81,88.4,11,43,4,112.4,31.2,109.6,nc,1
51.39,44.94,66.45,72.59,57.3,48.58,6.2,8.8,38.6,33.8,81,88.4,11,43,4.1,112.4,31.4,109.6,nc,1
51.43,44.94,66.45,72.59,58.03,48.59,6,9.1,38.9,34,81.3,88.9,10.7,43,4.4,112.2,31.7,109.6,nc,1
51.39,44.94,66.45,72.59,57.63,48.6,5.8,8.8,39.1,34.2,81,88.4,11,43,3.9,112.4,31.2,109.4,nc,1
48.32,44.9,66.49,70.1,30.49,36.42,4.8,6.5,40.1,35.1,76.3,80.9,8.2,44.4,4.3,128.2,51.6,111.3,nc,1
48.27,44.82,66.49,70.05,31.01,36.48,4.8,6.5,40,35,76,80.9,7.7,44.3,4.3,128.2,51.9,111.6,nc,1
48.27,44.78,66.49,70.1,31.29,36.49,4.8,6.5,40.1,35.1,76.3,80.9,7.7,44.4,4.3,128.2,52.2,112.2,nc,1
48.48,45.07,66.45,70.01,30.34,36.28,4.8,6.2,40.3,35.3,76,80.4,8.2,44.6,4.5,129.3,53,113.1,nc,1
48.4,44.9,66.53,70.1,31.29,36.41,4.3,6.5,40.6,35.6,76,80.9,7.9,44.4,3.8,128.7,52.5,113.8,nc,1
49.46,41.79,79.72,86.96,68.47,67.18,3.8,7,37.7,33,94,112.2,10.4,40.2,2.2,120.9,26.7,112,nc,1
49.5,41.75,79.96,87.33,69.73,68.31,4,7.5,37.6,32.9,94.5,113.2,10.5,40.2,2.8,121.5,26.7,112.2,nc,1
48.77,40.6,80.42,88.27,73.14,71.67,3.3,8.9,37.2,32.5,96.7,117.6,12.5,39.2,2.1,121.5,25,112,nc,1
48.68,40.56,80.37,88.23,72.39,71.66,3.5,8.7,36.9,32.2,96.7,117.1,12.7,39.1,2.2,121.2,25,112,nc,1
48.6,40.44,80.33,88.19,72.75,71.69,3.3,8.9,36.9,32.2,96.7,117.6,12.9,39.1,2.2,121.7,24.5,112,nc,1
48.56,40.52,80.29,88.07,72.32,71.38,3.5,9,36.9,32.2,96.7,117.6,12.5,39.1,2.2,122,25.2,112,nc,1
48.6,40.48,80.33,88.15,72.67,71.71,3.5,8.7,36.9,32.2,96.5,117.1,12.7,39.1,2,122,25.5,112,nc,1
47.46,41.46,81.03,87.01,53.45,59.76,3.6,8,37.6,32.9,94.5,113.2,10.8,40.4,3,126.3,31.8,112.2,nc,1
47.41,41.38,81.07,87.09,54.32,59.79,3.6,7.7,37.6,32.9,94.5,112.7,10.7,40.2,2.6,126.6,32.1,112.2,nc,1
47.33,41.3,81.11,87.17,53.68,60.15,3.6,7.7,37.6,32.9,94.5,113.2,10.3,40.2,2.8,126.6,32,112.4,nc,1
47.17,41.18,81.11,87.17,53.67,60.21,3.3,8.2,37.7,33,94.8,113.7,10.8,40.2,2.8,126.3,31.5,112.9,nc,1
47.17,41.09,81.11,87.21,53.98,59.95,3.5,7.7,37.4,32.7,94.3,112.7,10.7,40.2,2.5,126.3,31.8,112.9,nc,1
47.09,41.05,81.07,87.13,53.84,60.06,3.3,7.7,37.4,32.7,94.3,112.7,10.7,40.2,2.8,126,31.8,112.7,nc,1
43.85,40.44,80.42,84.18,30.58,44.44,2.7,5.3,37.7,33,89.1,102.8,7.2,40.1,2.1,136.8,47.6,114.2,nc,1
44.1,40.68,80.46,84.18,30.59,44.75,2.5,5.4,38,33.2,89.6,103.7,7.7,40.4,2.4,137.8,48.5,114.7,nc,1
44.18,40.77,80.5,84.26,30.4,44.87,2.7,5.6,38.2,33.2,89.6,103.7,7.9,40.5,2.4,138.1,48.8,115.1,nc,1
44.22,40.81,80.54,84.3,30.46,44.97,2.5,5.6,38.2,33.4,89.9,103.7,8.2,40.5,2.5,138.4,48.8,115.3,nc,1
44.26,40.81,80.54,84.34,30.79,45.14,2.7,5.6,38,33.2,89.6,103.7,8.4,40.5,2.3,138.7,48.5,115.6,nc,1
44.26,40.89,80.62,84.43,30.06,45.11,2.5,6.3,38.2,33.4,90.5,105.2,8.2,40.7,2.7,138.7,48.8,115.7,nc,1
44.3,40.85,80.66,84.43,30.85,45.14,2.5,6,38.2,33.4,90.2,104.7,8.2,40.7,2.7,138.4,48.5,116,nc,1
51.96,42.12,70.87,80,87.85,72.25,5.9,10.4,36,31.4,89.9,104.2,12.9,39.6,3.8,112.2,22.3,111.6,nc,1
52,41.99,71,80.21,89.63,73.37,5.9,10.5,36,31.4,90.2,104.7,13.5,39.4,3.6,112.2,22,111.3,nc,1
51.8,41.59,71.04,80.54,91.85,75.75,5.6,10.6,35.8,31.3,91,106.2,13.4,39.1,3.3,112.7,21.7,110.5,nc,1
51.3,40.89,71.16,80.9,93.86,78.31,4.9,11,35.6,31.1,91.5,107.2,14.4,38.4,3,113.1,21.6,110.1,nc,1
46.43,39.99,71.08,77.3,57.6,53.81,4.3,8.2,35.6,31.1,85.2,95.8,10.9,38.5,3.1,115.1,29.9,109,nc,1
46.43,39.99,71.16,77.34,57.95,53.87,4.5,8.1,35.6,31.1,85.2,95.8,10.9,38.5,3.1,115.1,29.7,108.8,nc,1
46.39,39.91,71.16,77.38,57.97,53.88,4.5,8.6,35.4,30.9,85.2,96.8,10.8,38.7,3.1,114.9,29.7,108.8,nc,1
46.43,39.99,71.2,77.47,57.33,54,4.4,8.1,35.4,30.9,85.2,95.8,10.9,38.5,3.1,114.9,29.4,108.8,nc,1
46.43,39.95,71.2,77.42,57.71,54.1,4.3,8.2,35.6,31.1,85.5,96.3,10.8,38.5,2.9,115.1,29.4,108.6,nc,1
46.39,39.95,71.2,77.51,57.58,54.08,4.2,8.1,35.6,31.1,85.2,95.8,10.6,38.7,3.1,114.9,29.7,108.8,nc,1
46.43,39.95,71.2,77.51,58.02,54.08,4.3,8.4,35.6,31.1,85.5,96.3,10.6,38.5,3.1,115.1,29.4,108.6,nc,1
43.36,40.32,71.04,74.48,27.23,37.71,2.6,4.9,37.6,32.9,79.2,85.4,7.1,40.1,2.4,129.3,50.4,109.8,nc,1
43.48,40.32,71.04,74.48,28.27,38.44,2.5,6,37.4,32.9,80.7,87.9,8.1,40.1,2.5,130.4,49.7,110.5,nc,1
43.52,40.36,71.04,74.48,28.29,38.35,3.2,6.9,37.2,32.5,80.4,88.4,8.1,40.1,2.9,130.9,50.5,110.9,nc,1
43.57,40.44,71.04,74.39,27.99,38.53,3.3,6.4,37.1,32.4,80.7,87.9,8.4,40.1,2.9,131.5,51,111.6,nc,1
43.57,40.32,71.28,74.84,29.06,39.17,2.8,6.1,37.4,32.7,80.7,87.9,8.6,40.1,2.5,130.7,50.2,112.4,nc,1
43.48,40.23,71.33,74.84,28.98,39.17,2.7,6.3,37.4,32.7,81,88.4,8.3,40.1,2.5,130.4,49.4,112.7,nc,1
50.16,40.6,66.7,75.7,85.49,65.86,5,10.3,35.3,30.8,85.7,96.8,13.8,38.5,3.1,108,22.7,110.5,nc,1
49.99,40.44,66.58,75.66,85.29,65.88,5.1,10.5,35.1,30.6,85.7,96.8,13.9,38,2.7,108.2,22.3,109.8,nc,1
49.95,40.44,66.58,75.58,84.62,65.91,5.3,10.5,35.1,30.6,85.5,96.3,13.7,38.2,3.2,108,22.5,109.2,nc,1
50.24,40.68,66.7,75.79,85.77,66.25,5.4,10.3,35,30.5,85.7,96.8,13.8,38.2,3.1,108.2,22.3,108.6,nc,1
47.29,40.6,66.17,72.67,59.49,51.24,4.5,9.1,36,31.4,81.3,88.9,11.7,39.1,3.1,109.6,28.3,107.5,nc,1
47.29,40.52,66.25,72.8,60.72,51.34,4.3,9.2,36.2,31.6,81.5,89.4,11.7,39.2,2.9,109.6,28.1,107.3,nc,1
47.21,40.44,66.21,72.8,60.61,51.48,3.9,9.2,36.3,31.7,81.5,89.4,12,39.1,2.9,109.4,28.1,107.3,nc,1
47.13,40.44,66.21,72.8,60.06,51.37,3.9,9,36.3,31.7,81.5,89.4,12,39.2,2.9,109.4,27.9,107.5,nc,1
47.13,40.4,66.21,72.76,60.02,51.41,3.7,9,36.5,31.9,81.3,88.9,11.8,39.2,2.7,109.4,28.3,107.5,nc,1
43.61,39.91,66.49,70.46,33.07,38.82,3.2,7.3,36.7,32.1,77.3,82.4,8.2,39.4,2.7,122,44.7,108.8,nc,1
43.85,40.32,66.21,69.97,31.7,38.33,2.9,6.9,37.2,32.5,76.6,81.4,8.8,39.9,2.7,123.5,46.6,110.1,nc,1
43.81,40.19,66.33,70.18,32.46,38.31,2.9,6.5,37.2,32.5,76.3,80.9,8.7,39.9,2.8,122.7,46.4,110.5,nc,1
43.77,40.15,66.29,70.14,32.27,38.31,3,6.5,37.1,32.4,76.3,80.9,8.4,39.9,2.8,123,46.7,110.7,nc,1
43.65,40.11,66.29,70.1,31.63,38.25,3,6.8,37.1,32.2,76.3,80.9,8.7,39.8,2.9,123,46.7,111.1,nc,1
61.01,51.94,85.37,94.01,82.21,78.78,8.3,10.3,43.6,38.8,104,133,13.9,49,5.2,129.8,25.8,117.8,nc,2
61.09,52.03,85.45,94.09,81.12,79.38,8.3,10.1,43.6,38.8,103.8,132.5,13.9,49,5.5,130.4,26.3,117.6,nc,2
61.05,51.82,85.53,94.33,83.18,80.81,8,10.3,43.5,38.8,104.5,134,14,48.7,5.1,130.4,25.6,117.8,nc,2
60.93,51.7,85.62,94.42,83.12,81.62,8.3,10.6,43.3,38.5,104.5,134,14,48.7,5.2,130.4,25.9,117.8,nc,2
60.89,51.7,85.7,94.54,81.95,82.01,8.1,10.4,43.3,38.5,104.5,134,14,48.5,5.2,130.9,26.2,118.1,nc,2
56.14,49.98,85.37,91.43,55.13,61.64,7.2,8.7,42.9,38,99.7,123.6,11.7,48,5.2,135.3,35.6,118.3,nc,2
56.26,50.06,85.53,91.59,55.94,61.56,7.1,8.3,42.8,37.9,99.5,123.1,11.3,48.2,5.3,135,35.8,118.5,nc,2
56.26,50.02,85.57,91.59,56.13,61.74,7.2,8.3,42.8,37.9,99.7,123.1,11.6,48.2,5.4,135.3,35.6,118.3,nc,2
56.26,50.02,85.49,91.59,55.89,61.74,7.5,8.5,42.6,37.7,99.7,123.6,11.5,48,5.2,135.3,35.6,118.5,nc,2
56.22,50.02,85.49,91.55,55.64,61.89,7.4,8.3,42.6,37.7,99.5,123.1,11.3,48,5.6,135,35.5,118.5,nc,2
56.22,49.98,85.57,91.59,56.25,62.14,7.3,8.3,42.8,37.9,99.7,123.6,11.2,48.2,5.4,135.3,35.3,118.5,nc,2
56.26,50.02,85.62,91.71,55.55,62.09,7.4,8.1,42.6,37.7,99.5,123.1,11.4,48,5.2,135,35.5,118.8,nc,2
56.22,49.98,85.57,91.67,56.12,61.97,7.1,8.5,42.6,37.7,99.7,123.6,11.9,48,5.3,134.7,35,118.5,nc,2
53.88,50.55,85.82,89.26,29.99,44.56,6.2,6.3,44.4,39.6,95.3,114.7,8.3,50,5.7,152.1,56.4,122,nc,2
53.88,50.55,85.78,89.26,29.69,44.47,6.5,6.1,44.3,39.5,95,114.2,8.7,50,5.7,152.1,57.1,122.7,nc,2
53.88,50.55,85.74,89.26,29.84,44.46,6.3,6.3,44.4,39.5,94.8,113.7,8.5,50.1,5.7,152.1,56.9,122.7,nc,2
53.88,50.55,85.74,89.22,29.84,44.46,6.2,6,44.4,39.6,95,114.2,8.5,50.1,5.7,152.5,57.1,123,nc,2
53.88,50.55,85.7,89.18,29.94,44.42,6,6,44.4,39.6,95,114.2,8.7,50,5.7,152.5,57.1,123,nc,2
53.84,50.51,85.7,89.13,29.88,44.44,6.1,5.5,44.3,39.5,94.5,113.2,8.5,50,5.6,152.5,57.7,123.2,nc,2
61.05,51.25,75.79,85.08,88.34,73.3,9.6,11.3,41.5,36.6,96.2,116.6,14.9,47.7,6.2,120.4,24.5,117.8,nc,2
61.09,50.92,75.91,85.53,91.26,76.05,9.6,11.6,41.2,36.3,96.5,117.1,14.7,47,5.8,120.9,24.4,116.7,nc,2
60.89,50.55,75.99,85.86,92.63,76.92,9.1,11.9,41.3,36.4,97,118.1,15,46.8,5.5,120.4,23.7,115.7,nc,2
60.8,50.43,75.87,85.7,93.59,77.44,8.8,11.6,41.5,36.6,96.7,117.6,15,46.8,5.3,120.4,23.4,115.6,nc,2
60.68,50.39,75.87,85.74,92.36,77.04,9.1,12.1,41.2,36.3,97,118.1,15,46.8,5.4,120.7,23.4,115.1,nc,2
60.72,50.39,75.83,85.7,92.98,77.05,9,12.1,41.3,36.4,97,118.1,14.9,46.8,5.5,120.4,23.7,115.1,nc,2
56.63,50.43,76.16,82.13,55.53,53.41,7.6,9,42.8,37.9,90.7,105.7,11.3,48.7,6.1,125.7,35,115.1,nc,2
56.59,50.35,76.07,82.13,56.35,53.39,7.6,8.8,42.8,37.9,90.5,105.2,11.3,48.5,5.7,125.5,35,115.1,nc,2
56.5,50.31,76.12,82.09,55.57,53.33,7.8,9.2,42.8,37.9,90.7,105.7,11.1,48.3,5.7,126,34.8,115.1,nc,2
56.46,50.27,76.07,82.09,55.79,53.4,7.5,8.7,42.6,37.9,90.2,104.7,11.1,48.3,5.5,125.5,35.3,115.1,nc,2
56.38,50.14,76.07,82.05,55.85,53.3,7.5,8.4,42.6,37.7,90.2,104.7,11.6,48.2,5.6,125.5,35,114.9,nc,2
52.86,50.1,75.83,78.73,24.71,37.03,6.1,6,44,39.2,84.6,94.8,7.8,49.8,5.8,149,64.1,119.5,nc,2
52.78,50.06,75.75,78.69,24.35,36.9,6.3,6,43.8,39,84.6,94.8,7.8,49.8,6.2,149.4,64.4,119.9,nc,2
52.78,50.06,75.75,78.65,24.4,36.91,6.5,6,43.6,38.8,84.6,94.8,7.6,49.8,6.2,149.4,65.5,120.2,nc,2
52.78,50.06,75.75,78.65,24.3,36.84,6.5,5.9,43.6,38.8,84.6,94.8,7.9,49.8,6.3,149.8,65.2,120.7,nc,2
52.82,50.06,75.75,78.65,24.9,36.88,6.6,6,43.5,38.7,84.6,94.8,7.6,49.8,6.2,149.8,65.2,120.7,nc,2
52.82,50.1,75.79,78.73,24.31,36.84,6.3,6.3,43.8,39,84.9,95.3,8.1,49.8,6,150.1,65.2,120.9,nc,2
52.86,50.1,75.83,78.78,24.6,36.89,6.3,6.2,43.8,39,84.6,95.3,7.8,50,6,150.1,65.5,121.7,nc,2
58.76,50.14,69.89,78.08,77.5,60.09,7.7,10.7,42.3,37.4,88.3,101.3,13.2,47.3,5.2,115.1,26.8,117.4,nc,2
58.67,50.06,69.81,77.96,76.68,59.96,7.7,10.7,42.3,37.4,88.3,101.3,13,47.2,4.9,114.9,26.8,116.4,nc,2
58.55,49.94,69.69,77.83,77.05,60.08,7.3,10.5,42.3,37.4,88,100.8,13.7,47.2,4.9,114.9,26.7,116,nc,2
58.55,50.02,69.56,77.63,76.06,59.67,7.9,11,42,37.2,88,100.8,13.3,47.2,4.9,115.1,26.9,115.3,nc,2
58.47,49.94,69.56,77.63,76.31,59.55,8.4,10.7,41.6,36.7,88,100.8,13.4,46.8,5.4,114.9,26.9,114.7,nc,2
58.47,49.98,69.48,77.42,76.04,59.03,9,10.4,41,36.1,87.4,99.8,13,47,5.7,115.1,27.7,114,nc,2
58.51,50.1,69.4,77.34,75.67,58.93,8.8,10.7,41.3,36.4,87.7,100.3,13.1,47,5.8,115.1,27.4,113.8,nc,2
58.59,50.1,69.44,77.38,76.64,58.95,8.8,10.6,41.3,36.4,87.4,99.8,13,47,5.7,115.3,27.7,113.3,nc,2
56.26,50.31,65.92,71.53,52.87,45.39,9.5,9.9,40.8,35.9,80.7,87.9,11.5,48.2,7.2,117.8,37.1,112.4,nc,2
56.26,50.22,65.88,71.41,53.62,45.32,9.5,9.5,40.8,35.9,80.4,87.4,12,48.2,7.4,118.3,37.9,112,nc,2
56.26,50.22,65.84,71.41,54.23,45.42,9.3,9.8,40.8,36.1,80.4,87.4,11.5,48.2,7.2,118.3,37.9,112,nc,2
56.26,50.27,65.84,71.36,53.58,45.37,9.6,9.3,40.8,35.8,80.4,87.4,11.7,48.3,7.5,118.3,37.9,112,nc,2
56.26,50.27,65.88,71.45,54,45.33,9.3,9.5,41,36.1,80.4,87.4,11.5,48.2,7.4,118.1,37.9,112.2,nc,2
56.26,50.22,65.88,71.41,54.13,45.34,9.6,9,40.8,35.9,80.1,86.9,11.5,48,7,118.3,38.2,112.2,nc,2
56.26,50.22,65.92,71.41,54.47,45.36,9.6,9.3,40.8,35.9,80.4,87.4,11.7,48.3,7.3,118.3,37.7,112,nc,2
56.3,50.27,65.88,71.36,53.89,45.42,9.6,9.5,40.8,35.9,80.4,87.4,11.5,48.3,7.5,118.5,37.7,112,nc,2
56.26,50.27,65.88,71.41,53.97,45.38,9.6,9.6,40.8,35.8,80.4,87.4,11.7,48.2,7.5,118.3,37.9,112,nc,2
56.26,50.27,65.88,71.41,53.96,45.36,9.6,9.5,40.8,35.9,80.4,87.4,12,48.2,7.2,118.3,37.6,111.8,nc,2
53.47,49.98,63.26,66.74,31.3,34.56,6.9,7.4,43.1,38.2,73.8,77,8.1,49.3,6.4,129.3,55.2,112.9,nc,2
53.52,50.06,63.1,66.53,30.94,34.98,8.3,7.6,41.8,36.9,73.8,77,9,49.1,7.3,130.4,56,113.1,nc,2
53.47,49.94,63.18,66.61,31.72,34.9,8.6,7.6,41.5,36.6,74.1,77.5,8.8,49.3,7.7,130.4,56.3,113.3,nc,2
53.43,49.9,63.14,66.61,31.59,34.98,8.2,7.6,41.8,36.9,73.8,77,9.4,49,7.4,130.4,56.6,113.8,nc,2
53.35,49.77,63.18,66.61,32.11,34.95,8.2,7.6,41.8,36.9,73.8,77,9.1,49,7.2,130.1,56.3,114,nc,2
53.31,49.73,63.18,66.57,32.05,34.94,8,7,42,36.9,73.8,77,8.8,49.1,7.2,130.4,56.3,114.2,nc,2
53.27,49.77,63.14,66.45,31.16,33.88,7,7.4,43.1,38.2,73.5,76.5,8.8,49.1,6.2,130.4,56.6,114.5,nc,2
53.43,50.06,62.97,66.37,29.91,34.86,7,7.3,43.1,38.2,73.5,76.5,9.4,49.3,6.1,131.2,57.1,114.5,nc,2
53.43,49.94,63.14,66.49,31.42,34.63,7.7,7.6,42.4,37.5,73.8,77,9,49.3,6.9,130.7,56.9,114.7,nc,2
53.43,49.98,63.14,66.45,31.11,34.56,7.7,7.4,42.4,37.5,73.8,77,9.3,49.3,7,130.7,56.9,114.9,nc,2
54.7,46.83,83.45,90.9,70.47,71.66,6,7.5,40.8,35.8,98,120.1,11,44.4,4,127.4,29.4,114.7,nc,2
55.03,47.11,83.85,91.43,70.28,73.25,6.2,7.8,40.8,35.8,99.2,122.6,11.2,44.6,3.8,128.5,29.5,114.7,nc,2
55.07,47.07,84.43,92.16,71.6,74.84,6.4,9.6,40.6,35.6,101.3,127.1,12.6,44.6,4,129.6,28.3,115.3,nc,2
55.07,47.03,84.47,92.21,71.93,75.53,6.2,9.4,40.6,35.6,101.3,127.1,12.9,44.6,4,129.8,28.3,115.3,nc,2
55.11,47.07,84.59,92.41,71.94,76.15,6.6,9.3,40.6,35.4,101.8,128,12.7,44.6,4,130.1,28,115.6,nc,2
55.11,47.11,84.63,92.45,71.93,75.72,6.6,9.7,40.4,35.4,101.6,127.6,12.7,44.6,4.2,130.4,28.5,115.6,nc,2
51.55,45.39,85.49,91.59,54.92,64.85,5,8.1,40.3,35.3,99.7,123.6,11,43.8,3.4,133.5,34,116.4,nc,2
52.16,45.93,85.7,91.88,55.86,64.84,5.3,8.4,40.6,35.6,99.7,124.1,11.2,44.3,4,133.8,33.8,116.7,nc,2
52,45.8,85.74,91.92,55.46,64.63,5.5,8.1,40.1,35.1,99.7,123.6,11.2,44.1,3.8,134.1,34.1,116.7,nc,2
48.81,45.35,85,88.64,30.98,47.21,5.4,6.2,40,35,95,114.2,9,44.8,4.8,150.1,54.8,122,nc,2
56.87,47.07,75.09,84.43,87.53,74.25,6.4,11.3,40.6,35.6,95.3,114.7,14.1,44.1,3.8,118.1,23,116.4,nc,2
57.28,47.19,75.79,85.41,89.8,78.22,7.1,11.3,40.1,35.1,96.2,116.6,14.5,43.9,3.9,118.8,22.3,114.9,nc,2
57.28,47.03,75.99,85.82,92.07,80.16,6.8,11.6,40,35,97,118.1,14.5,43.8,4,119.7,22.7,114.5,nc,2
57.28,46.91,76.03,85.98,93.28,81.27,7.4,11.4,39.4,34.5,96.7,117.6,14.2,43.6,4.1,119.9,23.2,114,nc,2
57.24,46.83,76.07,86.19,93.36,82.51,6.8,11.9,39.8,34.8,97.2,118.6,14.3,43.4,3.6,119.9,22.7,113.8,nc,2
51.43,44.25,76.4,83.48,64.45,60.52,4.1,9.5,39.8,34.8,92.5,109.2,12.5,42.7,2.9,120.4,27.9,113.3,nc,2
51.3,44.25,76.24,83.24,63.27,60.41,4.7,9.4,39.4,34.5,92.5,109.2,12.3,42.4,3.1,120.7,27.9,113.1,nc,2
51.3,44.25,76.28,83.24,63.28,60.21,4.7,9.7,39.4,34.5,92.7,109.2,12.7,42.5,3,120.4,28,113.1,nc,2
51.3,44.29,76.28,83.24,63.26,60.2,4.9,9.7,39.2,34.3,92.5,109.2,11.8,42.5,3.1,120.4,28.4,113.1,nc,2
51.26,44.25,76.2,83.16,62.67,60.09,5,9.5,39.1,34.2,92.2,108.7,11.8,42.4,3.2,120.7,28.7,112.9,nc,2
51.26,44.25,76.32,83.28,62.89,60.21,4.6,9.7,39.5,34.6,92.5,109.2,12.5,42.4,3,120.7,28.2,112.9,nc,2
51.26,44.25,76.28,83.2,62.74,60.23,4.9,9.4,39.2,34.3,92.2,108.7,12.3,42.4,3.2,120.9,28.2,112.7,nc,2
51.18,44.16,76.2,83.07,62.81,59.94,4.8,9.5,39.1,34.2,92.2,108.7,12.2,42.4,3.1,120.7,28.5,112.4,nc,2
51.14,44.12,76.28,83.16,62.41,59.99,5,9.7,39.1,34.2,92.2,109.2,12.2,42.4,3.3,120.4,28.5,112.4,nc,2
48.32,45.35,75.83,78.94,26.59,38.72,3.7,6.5,41.6,36.7,85.2,95.8,8.5,45.3,3.7,142.3,57.4,116.9,nc,2
48.19,45.27,75.83,78.98,26.14,38.7,3.5,6,41.5,36.7,85.2,95.8,8.2,45.3,3.7,142.3,57.4,117.4,nc,2
48.11,45.19,75.83,78.94,26.15,38.74,3.6,6.2,41.5,36.6,85.5,95.3,8.5,45.1,3.5,142.3,56.8,117.6,nc,2
48.03,45.15,75.79,78.9,25.93,38.6,3.7,6.5,41.2,36.3,85.2,95.8,7.9,44.9,3.7,142.3,57.7,118.1,nc,2
48.03,45.15,75.71,78.78,25.72,38.42,4.1,5.9,41,36.1,84.6,94.8,8.4,45.1,3.9,143,58,118.3,nc,2
48.11,45.19,75.71,78.78,26.11,38.46,3.9,6.3,41.2,36.3,84.9,95.3,8.4,45.1,4.1,143.6,58.7,118.5,nc,2
56.01,45.76,71.37,81.15,91.96,74.65,7.1,11.8,38.6,33.8,92.5,109.2,14.8,42.4,3.9,114.9,22.4,113.3,nc,2
55.93,45.68,71.33,81.11,92.21,74.89,7.2,11.5,38.2,33.4,92.2,108.7,14.4,42.2,4.2,114.7,22.7,112.9,nc,2
55.85,45.56,71.33,81.15,92.69,74.63,7.1,12.2,38.3,33.5,92.7,109.7,14.7,42.2,4,114.7,22.4,112.7,nc,2
51.47,44.86,66.86,73.21,59.23,50.53,5.7,9.9,39.1,34.2,82.6,91.3,12.5,42.9,4,113.6,31,110.5,nc,2
51.47,45.07,66.58,72.76,57.5,49.25,5.5,9.9,39.4,34.5,82.1,90.4,12,43,3.8,113.6,31.5,110.1,nc,2
51.59,45.15,66.58,72.84,57.29,49.52,6.5,9.8,39.1,33.8,82.3,90.8,12.2,43,4.6,113.8,31.5,110.1,nc,2
48.44,44.86,66.7,70.38,32.23,37.38,4.6,8.1,40.3,35.3,78.2,83.9,9,44.3,4,129.3,51.1,112.4,nc,2
48.27,44.74,66.7,70.38,31.64,37.42,4.5,8.1,40.3,35.3,78.2,83.9,9.2,44.3,4,128.7,50.3,112.7,nc,2
48.68,45.35,66.49,70.01,29.94,36.66,4.6,7.3,40.8,35.9,77.6,82.4,9.5,44.8,4,130.7,53.1,113.6,nc,2
48.72,45.31,66.58,70.14,30.54,36.69,4.3,7.5,41,36.1,77.3,82.4,9.3,44.8,4,130.4,52.8,113.6,nc,2
48.68,45.31,66.58,70.1,30.18,36.68,4.3,7.9,41,36.1,77.6,82.9,8.8,44.9,4.1,130.1,53.2,113.8,nc,2
49.63,41.46,80.99,88.97,73.09,73.62,2.8,9.7,38.2,33.4,98.2,120.6,13.7,39.9,1.7,123.5,25.3,113.6,nc,2
49.17,40.97,80.87,88.89,73.2,74.36,3.3,9.7,37.4,32.7,98,120.1,13.8,39.6,2,123.7,25.7,113.6,nc,2
49.05,40.89,80.78,88.81,72.64,74.56,3.3,9.9,37.4,32.7,98.2,120.6,14.2,39.2,1.6,123.7,25.5,113.3,nc,2
49.01,40.77,80.78,88.77,74.19,74.48,3.3,10,37.6,32.9,98.2,120.6,13.9,39.2,2,124,25.5,113.3,nc,2
47.37,41.22,81.11,87.25,55.08,61.17,3.3,8.5,37.7,33,95.5,115.2,11.7,40.2,2.5,127.4,31.6,113.3,nc,2
47.25,41.13,81.15,87.29,54.84,61.28,3.3,8.7,37.7,33,95.7,115.6,11.7,40.2,2.5,127.4,31.7,113.6,nc,2
47.21,41.13,81.19,87.29,54.5,61.26,3,8.7,37.7,33.2,95.5,115.2,11.7,40.1,2.1,127.4,31.9,113.3,nc,2
